TYPE;NAVIGATIONPATH;EXTERNALKEY;Artikelname (KOM --> Übersetzung);Produkttext Shop (KOM --> Übersetzung);Anbau - übersetzen (KOM);Einkauf & Logistik - übersetzen (KOM);Produzierende - übersetzen (KOM);Verarbeitung - übersetzen (KOM);Nachhaltigkeit & Transparenz (KOM);Verwendung & Zubereitung (KOM --> Übersetzung);Aufbewahrung & Haltbarkeit (KOM --> Übersetzung);Herkunft (KOM);Category ID Shopware (Kategorien)
Produktbereich;Direktversand > Trockenprodukte;Direktversand_Trockenprodukte_Trockenfruechte;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Trockenprodukte - weitere;1022261;Trockenpilze aus Cornaux;Biologisch gezüchtete Trockenpilze von der Champignonnière Un amour de Pleurote in Cornaux im Kanton Neuenburg. Der Betrieb setzt auf Kreislaufwirtschaft und führt das Substrat, auf dem die Pilze wachsen, der Natur zurück. So entsteht keinerlei Abfall in der Produktion. Das Paket aus Cornaux enthält: 2x 50 g Kräuterseitlinge 2x 50 g Shiitake 2x 50 g Mischpaket mit Austernseitligen, Shiitake und Kräuterseitlingen Die Trockenpilze weichen schnell ein und eignen sich hervorragend für Suppen, Risotto und alle Gerichte, die von intensiven Pilzaromen profitieren.;;;;;;;;Schweiz;Eingemachtes & Konserven, Früchte & Gemüse, Gemüse, Vorrat
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019189;Unterstützung Walls against Walls 10.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019146;Unterstützung Walls against Walls 1000.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019193;Unterstützung Walls against Walls 10'000.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019143;Unterstützung Walls against Walls 120.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019147;Unterstützung Walls against Walls 2000.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019144;Unterstützung Walls against Walls 240.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019140;Unterstützung Walls against Walls 30.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019145;Unterstützung Walls against Walls 500.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019148;Unterstützung Walls against Walls 5000.-;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Gutscheine;1019142;Unterstützung Walls against Walls 80.-;;;;;;;;;;
Artikel;Direktversand > Frischprodukte > Milchprodukte > Alp-/Bergkäse;1020556;Alpkäse von der Ruosalp;Alpkäse von der Ruosalp im Kanton Uri. Die Alp liegt ganz am Ende des Bisistals auf 1496 Meter über Meer. Familie Herger sömmert dort ihre eigenen Kühe und Rinder sowie 250 weitere Tiere aus der Region. Der Käse ist 2 bis 4 Monate alt, mild bis buttrig im Geschmack und dennoch leicht würzig auf der Zunge. Im Abgang hat er eine zarte, angenehme Bitternote.;;;;;;;Im Kühlschrank gelagert hält sich der Käse mehrere Wochen lang. Wickeln Sie angeschnittene Stücke in ein Bienenwachstuch oder Frischhaltefolie ein, damit der Käse nicht austrocknet. Alternativ können Sie den Käselaib in kleinere Stücke schneiden, diese vakuumieren und dann im Kühlschrank oder kühlen Keller lagern. So hält sich der Käse über mindestens 10 Wochen. Er lässt sich auch problemlos einfrieren, beim Auftauen wird er dabei etwas bröckelig.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Weitere Non-Food;1019161;Vache Globale / Köbi Wiesendanger;;;;;;;;;;
Artikel;Direktversand > Frischprodukte > Milchprodukte > Käse - weitere;1022123;Vacherin aus Echarlens;3.5 Monate gereifter Bio-Vacherin von der Käserei D'Echarlens im Geyerzerland. Der Käse ist cremig weich und hat eine leichte, fruchtige Süsse im Abgang sowie eine angenehme, für Vacherin typische Bitternote. Die Käserei D'Echarlens ist ein Familienbetrieb in dritter Generation. Familie Pasquier stellt neben dem Vacherin auch andere Klassiker wie etwa Gruyère und Vacherin Fribourgeois her. Die Bio-Milch für ihre Käse bezieht Familie Pasquier von sechs Betrieben aus Morlon und Umgebung. Sie erhalten ein Stück mit mindestens 3 Kilo Gewicht.;;;;;;;Im Kühlschrank gelagert hält sich der Käse mehrere Wochen lang. Wickeln Sie ihn in ein Bienenwachstuch oder Frischhaltefolie ein, damit er nicht austrocknet. Alternativ können Sie den Käse in kleinere Stücke schneiden, diese vakuumieren und dann im Kühlschrank oder kühlen Keller lagern. So hält sich der Käse über mindestens 10 Wochen. Er lässt sich auch problemlos einfrieren, beim Auftauen wird er etwas bröckelig.;Schweiz;Fleisch & Käse, Käse
Artikel;Direktversand > Trockenprodukte > Konserven/Eingemachtes > Oliven;1022020;Grüne Oliven mit Chili;Mit Chili aromatisierte grüne Bio-Oliven in Salzlake und Olivenöl. Die Chilischärfe ist präsent, aber nicht dominant. Sie haben einen festen Biss, wie er für grüne Oliven typisch ist. Ideal zum Apéro oder als Teil einer Vorspeisenplatte. Wir beziehen die Oliven über unseren langjährigen Partner Anyfion, an dem wir mit 20 Prozent beteiligt sind. Die Oliven selbst stammen von sieben Bauernfamilien aus den Regionen Argolis, Arcadia, Messinia und Laconia in Griechenland, die sie dort biologisch auf kleinen Flächen anbauen. Die Oliven sind in Plastik vakuumiert und nicht entsteint.;Bio, bewässerte Felder, teilweise von Hand geerntet.;Einkauf bei unserem Partner Anyfion, seit 2025. Wir sind mit 20 Prozent an Anyfion beteiligt. Transport per LKW nach Patras, Schiff nach Ancona/Venezia, LKW in unser Versandlager.;Von 7 Bauernfamilien auf durchschnittlich 0.8 ha in den Regionen Argolis, Arcadia, Messinia und Laconia in Griechenland angebaut.;Vollständig vor Ort verarbeitet und verpackt. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;;;;Griechenland;Eingemachtes & Konserven, Vorrat
Artikel;Direktversand > Trockenprodukte > Konserven/Eingemachtes > Oliven;1022019;Grüne Oliven;Grüne Bio-Oliven mit Stein, in Salzlake und Olivenöl eingelegt. Sie haben einen festen Biss, wie er für grüne Oliven typisch ist, und eine leicht säuerliche Note. Ideal zum Apéro oder als Teil einer Vorspeisenplatte. Wir beziehen die Oliven über unseren langjährigen Partner Anyfion, an dem wir mit 20 Prozent beteiligt sind. Die Oliven selbst stammen von sieben Bauernfamilien aus den Regionen Argolis, Arcadia, Messinia und Laconia in Griechenland, die sie dort biologisch auf kleinen Flächen anbauen. Die Oliven sind in Plastik vakuumiert.;Bio, bewässerte Felder, teilweise von Hand geerntet.;Einkauf bei unserem Partner Anyfion, seit 2025. Wir sind mit 20 Prozent an Anyfion beteiligt. Transport per LKW nach Patras, Schiff nach Ancona/Venezia, LKW in unser Versandlager.;Von 7 Bauernfamilien auf durchschnittlich 0.8 ha in den Regionen Argolis, Arcadia, Messinia und Laconia in Griechenland angebaut.;Vollständig vor Ort verarbeitet und verpackt. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;;;;Griechenland;Eingemachtes & Konserven, Vorrat
Artikel;Direktversand > Trockenprodukte > Konserven/Eingemachtes > Oliven;1022018;Grüne und schwarze Oliven;Grüne und schwarze Bio-Oliven mit Stein, in Salzlake und Olivenöl eingelegt. Die grünen Oliven haben einen festen Biss und ein leicht säuerliche Note, die schwarzen sind etwas weicher und haben einen kräftigen Geschmack. Ideal zum Apéro oder als Teil einer Vorspeisenplatte. Wir beziehen die Oliven über unseren langjährigen Partner Anyfion, an dem wir mit 20 Prozent beteiligt sind. Die Oliven selbst stammen von sieben Bauernfamilien aus den Regionen Argolis, Arcadia, Messinia und Laconia in Griechenland, die sie dort biologisch auf kleinen Flächen anbauen. Die Oliven sind in Plastik vakuumiert.;Bio, bewässerte Felder, teilweise von Hand geerntet.;Einkauf bei unserem Partner Anyfion, seit 2025. Wir sind mit 20 Prozent an Anyfion beteiligt. Transport per LKW nach Patras, Schiff nach Ancona/Venezia, LKW in unser Versandlager.;Von 7 Bauernfamilien auf durchschnittlich 0.8 ha in den Regionen Argolis, Arcadia, Messinia und Laconia in Griechenland angebaut.;Vollständig vor Ort verarbeitet und verpackt. 100 % der Mitarbeitenden haben Arbeitsverträge, Lohn entspricht Mindestlohn oder besser.;;;;Griechenland;Eingemachtes & Konserven, Vorrat
Produkt;Direktversand > Trockenprodukte > Gewürze;Direktversand_Trockenprodukte_Gewuerze_0_Vanille;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Gewürze > Vanille;1007927;Vanille;Von der Ernte bis zur schwarzbraun glänzenden Vanillestange vergehen rund drei Monate. In dieser Zeit werden die Schoten heiss gewaschen, sechs Wochen fermentiert und dann zwei Monate getrocknet  alles von Hand, alles direkt vor Ort. Am Ende steht ein hochwertiges Produkt, das für Wertschöpfung im Ursprungsland und Genuss bei Ihnen zuhause sorgt.;;;;;;Die ausgekratzten Schoten nicht wegwerfen, sondern mit Zucker bedeckt in einem Glas aufbewahren und so eigenen Vanillezucker herstellen. Zum Backen verwenden, wie in diesen Mandelmuffins.;Richtig gelagert ist Vanille mehrere Jahre lang haltbar - meist auch über das Mindesthalbarkeitsdatum hinaus. Bewahren Sie die Vanille kühl, trocken und vor Licht geschützt auf. Benutzen Sie ein fest verschlossenes Gefäss, um die Schoten vor Fremdgerüchen zu schützen.;Madagaskar;Gewürze, Vorrat
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Öl-Essig;1002670;Vanille;Von der Ernte bis zur schwarzbraun glänzenden Vanillestange vergehen rund drei Monate. In dieser Zeit werden die Schoten heiss gewaschen, sechs Wochen fermentiert und dann zwei Monate getrocknet  alles von Hand, alles direkt vor Ort. Am Ende steht ein hochwertiges Produkt, das für Wertschöpfung im Ursprungsland und Genuss bei Ihnen zuhause sorgt.;;;;;;Die ausgekratzten Schoten nicht wegwerfen, sondern mit Zucker bedeckt in einem Glas aufbewahren und so eigenen Vanillezucker herstellen. Zum Backen verwenden, wie in diesen Mandelmuffins.;Richtig gelagert ist Vanille mehrere Jahre lang haltbar - meist auch über das Mindesthalbarkeitsdatum hinaus. Bewahren Sie die Vanille kühl, trocken und vor Licht geschützt auf. Benutzen Sie ein fest verschlossenes Gefäss, um die Schoten vor Fremdgerüchen zu schützen.;Madagaskar;Gewürze, Vorrat
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Öl-Essig;1020232;Vanille;Von der Ernte bis zur schwarzbraun glänzenden Vanillestange vergehen rund drei Monate. In dieser Zeit werden die Schoten heiss gewaschen, sechs Wochen fermentiert und dann zwei Monate getrocknet  alles von Hand, alles direkt vor Ort. Am Ende steht ein hochwertiges Produkt, das für Wertschöpfung im Ursprungsland und Genuss bei Ihnen zuhause sorgt. Leicht reduzierter Preis da nur 245 Gramm statt den üblichen 250 Gramm in einer Lieferung enthalten sind.;;;;;;Die ausgekratzten Schoten nicht wegwerfen, sondern mit Zucker bedeckt in einem Glas aufbewahren und so eigenen Vanillezucker herstellen. Zum Backen verwenden, wie in diesen Mandelmuffins.;Richtig gelagert ist Vanille mehrere Jahre lang haltbar - meist auch über das Mindesthalbarkeitsdatum hinaus. Bewahren Sie die Vanille kühl, trocken und vor Licht geschützt auf. Benutzen Sie ein fest verschlossenes Gefäss, um die Schoten vor Fremdgerüchen zu schützen.;Madagaskar;Gewürze, Vorrat
Artikel;Direktversand > Trockenprodukte > Gewürze > Vanille;1021966;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Gewürze > Vanille;1022009;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Gewürze > Vanille;1022291;Vanilleschoten;Unsere Vanilleschoten kommen von Bauernfamilien in Madagaskar. Von der Ernte bis zur schwarzbraun glänzenden Vanillestange vergehen rund drei Monate. In dieser Zeit werden die Schoten heiss gewaschen, sechs Wochen fermentiert und dann zwei Monate getrocknet  alles von Hand, alles direkt vor Ort.;;;;;;Die ausgekratzten Schoten nicht wegwerfen, sondern mit Zucker bedeckt in einem Glas aufbewahren und so eigenen Vanillezucker herstellen. Zum Backen verwenden, wie in diesen Mandelmuffins.;Richtig gelagert ist Vanille mehrere Jahre lang haltbar - meist auch über das Mindesthalbarkeitsdatum hinaus. Bewahren Sie die Vanille kühl, trocken und vor Licht geschützt auf. Benutzen Sie ein fest verschlossenes Gefäss, um die Schoten vor Fremdgerüchen zu schützen.;Madagaskar;Gewürze, Vorrat
Artikel;Direktversand > Frischprodukte > verarbeitete pflanzliche Produkte;1022142;Pflanzliches Grillpaket;"Grillpaket mit 12 Burgerpatties und zweimal 500 Gramm ""Luya en Bloc"" vom Berner Start-up Luya. Das junge Unternehmen stellt beide Produkte aus fermentiertem Okara und Kichererbsen her. Okara ist ein Nebenprodukt, das bei der Herstellung von Tofu und Sojamilch anfällt. Statt es an Tiere zu verfüttern, wird es so zu einem hochwertigen Lebensmittel. Die Burgerpatties lassen sich wie gewöhnliche Burger aus Fleisch zubereiten. ""Luya en Bloc"" können Sie beliebig portionieren und grillieren. Zum Beispiel als Spiessli oder als Sticks für Fingerfood.";;;;;;;Die Produkte sind tiefgekühlt bis zum Versandzeitpunkt. Unterwegs können sie antauen. Aufgetaute Produkte empfehlen wir nicht erneut einzufrieren, da dies möglicherweise einen negativen Einfluss auf die Produktqualität haben kann. Sobald das Produkt im Kühlschrank aufbewahrt wird, ist es 7 Tage haltbar.;Schweiz;Fleisch & Käse, Vegane Alternativen
Produkt;Direktversand > Frischprodukte;Direktversand_Frischprodukte_0_0_verarbeitetepflanzlicheProdukte;;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Trockenprodukte;1021647;;;;;;;;;;;
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Öl-Essig;1017117;Olivenöl;Kaltgepresstes Olivenöl, das bei der Geschmacksanalyse als ein sehr gutes Öl der Güteklasse Vergine bewertet wurde. Das Öl ist von einem intensiven Charakter mit einer leichten Schärfe, wie sie für Olivenöl aus Palästina typisch ist. Pro verkauften Liter Öl fliessen 2 Franken zusätzlich in landwirtschaftliche, medizinische und soziale Projekte vor Ort.;;;;;;;Lagern Sie den Kanister an einem kühlen Ort. Ist er einmal geöffnet, sollten Sie das Olivenöl innerhalb von 9 Monaten verbrauchen. Füllen Sie für den täglichen Gebrauch eine kleinere Menge in eine Ölkaraffe oder Glasflasche um und bewahren Sie diese Flasche an einem dunklen Ort auf. Denn Licht beschädigt die Struktur des Öls und somit den Geschmack und Eigenschaften der Inhaltsstoffe. Verwenden Sie zum Umfüllen einen Trichter.;Palästina;Vorrat, Öl & Essig
Artikel;Direktversand > Archiv > Archiv-Trockenprodukte > ZZ-Archiv-Trockenprodukte;1005862;Olivenöl;Kaltgepresstes Olivenöl der Güteklasse Vergine. Das Öl ist von einem intensiven Charakter mit einer leichten Schärfe, wie sie für Olivenöl aus Palästina typisch ist. Pro verkauften Liter Öl fliessen 2 Franken zusätzlich in landwirtschaftliche, medizinische und soziale Projekte vor Ort. Mindestens haltbar bis 30.06.2024;;;;;;;Lagern Sie den Kanister an einem kühlen Ort. Ist er einmal geöffnet, sollten Sie das Olivenöl innerhalb von 9 Monaten verbrauchen. Füllen Sie für den täglichen Gebrauch eine kleinere Menge in eine Ölkaraffe oder Glasflasche um und bewahren Sie diese Flasche an einem dunklen Ort auf. Denn Licht beschädigt die Struktur des Öls und somit den Geschmack und Eigenschaften der Inhaltsstoffe. Verwenden Sie zum Umfüllen einen Trichter.;Palästina;Vorrat, Öl & Essig
Artikel;Direktversand > Trockenprodukte > Öl/Essig > Olivenöl - Palästina;1021506;Olivenöl Vergine;Dieses kaltgepresstes Olivenöl der Qualitätsstufe Vergine überzeugt mit reifer Fruchtigkeit im Geschmack und einer kräftigen Schärfe, wie sie für Olivenöl aus Palästina typisch ist. Pro verkauften Liter Öl fliessen 2 Franken / 2.15 Euro zusätzlich in landwirtschaftliche, medizinische und soziale Projekte vor Ort. Das Öl stammt aus der Ernte 2023/2024.;;;;;;;Lagern Sie den Kanister an einem kühlen Ort. Ist er einmal geöffnet, sollten Sie das Olivenöl innerhalb von 9 Monaten verbrauchen. Füllen Sie für den täglichen Gebrauch eine kleinere Menge in eine Ölkaraffe oder Glasflasche um und bewahren Sie diese Flasche an einem dunklen Ort auf. Denn Licht beschädigt die Struktur des Öls und somit den Geschmack und Eigenschaften der Inhaltsstoffe. Verwenden Sie zum Umfüllen einen Trichter.;Palästina;Vorrat, Öl & Essig
Artikel;Direktversand > Trockenprodukte > Öl/Essig > Olivenöl - Palästina;1021936;Olivenöl Vergine;Dieses kaltgepresste Olivenöl der Qualitätsstufe Vergine überzeugt mit reifer Fruchtigkeit im Geschmack und einer kräftigen Schärfe, wie sie für Olivenöl aus Palästina typisch ist. Pro verkauften Liter Öl fliessen 2 Franken / 2.15 Euro zusätzlich in landwirtschaftliche, medizinische und soziale Projekte vor Ort. Das Öl stammt aus der Ernte 2024/2025.;;;;;;;Lagern Sie den Kanister an einem kühlen Ort. Ist er einmal geöffnet, sollten Sie das Olivenöl innerhalb von 9 Monaten verbrauchen. Füllen Sie für den täglichen Gebrauch eine kleinere Menge in eine Ölkaraffe oder Glasflasche um und bewahren Sie diese Flasche an einem dunklen Ort auf. Denn Licht beschädigt die Struktur des Öls und somit den Geschmack und Eigenschaften der Inhaltsstoffe. Verwenden Sie zum Umfüllen einen Trichter.;Palästina;Vorrat, Öl & Essig
Artikel;Direktversand > Trockenprodukte > Öl/Essig > Olivenöl - Palästina;1022292;Olivenöl Vergine;Dieses kaltgepresste Olivenöl der Qualitätsstufe Vergine überzeugt mit reifer Fruchtigkeit im Geschmack und einer kräftigen Schärfe, wie sie für Olivenöl aus Palästina typisch ist. Pro verkauften Liter Öl fliessen 2 Franken / 2.15 Euro zusätzlich in landwirtschaftliche, medizinische und soziale Projekte vor Ort. Das Öl stammt aus der Ernte 2025/2026.;;;;;;;Lagern Sie den Kanister an einem kühlen Ort. Ist er einmal geöffnet, sollten Sie das Olivenöl innerhalb von 9 Monaten verbrauchen. Füllen Sie für den täglichen Gebrauch eine kleinere Menge in eine Ölkaraffe oder Glasflasche um und bewahren Sie diese Flasche an einem dunklen Ort auf. Denn Licht beschädigt die Struktur des Öls und somit den Geschmack und Eigenschaften der Inhaltsstoffe. Verwenden Sie zum Umfüllen einen Trichter.;Palästina;Vorrat, Öl & Essig
Artikel;Direktversand > Trockenprodukte > Öl/Essig > Olivenöl - Palästina;1021987;Olivenöl Vergine;Kaltgepresstes Olivenöl der Güteklasse Vergine. Das Öl ist von einem intensiven Charakter mit einer leichten Schärfe, wie sie für Olivenöl aus Palästina typisch ist. Pro verkauften Liter Öl fliessen 2 Franken / 2.15 Euro zusätzlich in landwirtschaftliche, medizinische und soziale Projekte vor Ort.;;;;;;;;Palästina;Vorrat, Öl & Essig
Artikel;Direktversand > Trockenprodukte > Öl/Essig > Olivenöl - Palästina;1006060;Olivenöl Vergine;Kaltgepresstes Olivenöl der Güteklasse Vergine. Das Öl ist von einem intensiven Charakter mit einer leichten Schärfe, wie sie für Olivenöl aus Palästina typisch ist. Pro verkauften Liter Öl fliessen 2 Franken / 2.15 Euro zusätzlich in landwirtschaftliche, medizinische und soziale Projekte vor Ort.;;;;;;;;Palästina;Vorrat, Öl & Essig
Artikel;Direktversand > Archiv > Archiv-Frischprodukte > ZZ-Archiv-Frischprodukte;1020624;Verjus;4 Flaschen Verjus vom Kleinbetrieb La Bouffatheque in Lugnorre am Murtensee. Die Trauben dafür stammen aus einem biodynamisch bewirtschafteten Rebberg am Bielersee. Verjus ist der Saft von unreifen Trauben. Er ist aromatischer als Zitronensaft und kann in der Küche auch als Alternative zu Essig verwendet werden. Gerade zu Fischgerichten passt er hervorragend. Mit Wasser verdünnt lässt er sich auch trinken. Der Saft ist nicht pasteurisiert, nach dem Öffnen kann sich deshalb eine Essigmutter am Boden bilden. Den Geschmack beeinträchtigt sie jedoch nicht.;;;;;;;Ungeöffnet ist der Verjus ab Produktion 1,5 Jahre lang haltbar. Nach dem Öffnen sollten Sie ihn innerhalb von 2 Wochen verbrauchen. Er ist auch danach noch geniessbar, verändert aber seinen Geschmack.;Schweiz;Vorrat, Öl & Essig
Produktbereich;Direktversand > Non-Food;Direktversand_Non-Food_Verpackung;;;;;;;;;;;
Produkt;Direktversand > Non-Food > Verpackung;Direktversand_Non-Food_Verpackung_0_Versandverpackung;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Getränke > Tee;1020535;Verveinetee mit Kornblumen;Schweizer Tee aus Verveine und Kornblumen vom Biohof Raselli in Le Prese im Kanton Graubünden. Familie Raselli trocknet, verarbeitet und verpackt die Bio-Kräuter vollständig vor Ort. Frisch aufgegossen ist der Tee blass bernsteinfarben und duftet intensiv nach Verveine mit einem Anflug von Zitronenmelisse. Der Geschmack ist typisch für Verveine, erinnert dennoch ausgeprägt an Melisse mit einem weichen Mundgefühl und entfernten Süssholznoten.;;;;;;;;Schweiz;Getränke, Tee
Produkt;Direktversand > Trockenprodukte > Grundnahrungsmittel > Zucker;Direktversand_Trockenprodukte_Grundnahrungsmittel_Zucker_Vollrohrzucker;;;;;;;;;;;
Artikel;Direktversand > Non-Food > Verpackung > Aufbewahrung;1016461;Vorratsglas;Dieses Vorratsglas ist 18 cm hoch, hat einen Durchmesser von 10 cm und ein Fassungsvolumen von 1,14 Litern. Dank Bügelverschluss und Gummiring ist es absolut dicht und schützt Trockenfrüchte und Nüsse optimal.;;;;;;;;Deutschland;Aufbewahrung, Geschenke & Aufbewahrung
Produkt;Direktversand > Trockenprodukte > Nüsse;Direktversand_Trockenprodukte_Nuesse_0_Walnuesse;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Nüsse > Walnüsse;1001639;Walnüsse;Diese Walnüsse stammen aus der kleinen Republik Moldau, werden von Hand gesammelt und in Handarbeit sorgfältig geknackt. Walnüsse sind reich an Nährstoffen.;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Moldau;Nüsse & Kerne, Walnüsse & Pekannüsse
Artikel;Direktversand > Trockenprodukte > Nüsse > Walnüsse;1021744;Walnüsse;Von Hand geknackte Walnusshälften aus der Republik Moldau. Der Geschmack ist für Walnüsse typisch herb, vereinzelte Hälften entwickeln jedoch eine leichte Süsse im Abgang.;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Moldau;Nüsse & Kerne, Walnüsse & Pekannüsse
Artikel;Direktversand > Trockenprodukte > Nüsse > Walnüsse;1012031;Walnüsse;Geknackte Walnusshälften aus der Zentral- und West-Ukraine. Die Nüsse schmecken würzig-herb mit einer entfernten Süsse und einem cremigen Abgang.;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Ukraine;Nüsse & Kerne, Walnüsse & Pekannüsse
Artikel;Direktversand > Trockenprodukte > Nüsse > Walnüsse;1016767;Walnüsse;Geknackte Walnusshälften aus Wildsammlung in der Nähe des Dorfes Arslanbob im kirgisischen Hochland. Rund 800 Familien sammeln die Nüsse im Waldgebiet, das den grössten natürlichen Walnusswald der Welt bildet. Die Nüsse schmecken würzig-herb mit einer entfernten Süsse und einem cremigen Abgang. Mindestens haltbar bis 31.03.2026 Bei Lieferengpässen kann es vorkommen, dass wir die Walnüsse vorübergehend aus anderen Ländern beziehen statt aus Kirgistan.;;;;;;;Bewahren Sie Nüsse und Kerne kühl und dunkel in einem fest verschlossenen Gefäss auf. Achten Sie darauf, dass dieses möglichst luftdicht ist, damit keine Feuchtigkeit an die Nüsse gelangt. Um die Haltbarkeit um einige Monate zu verlängern, können Sie Nüsse und Kerne auch einfrieren.;Kirgistan;Nüsse & Kerne, Walnüsse & Pekannüsse
Artikel;Direktversand > Archiv > Archiv-Non-Food > ZZ-Archiv-Weitere Non-Food;1019942;tägliches Brot? / MORGENBROT / Gewitter am Sonntag Morgen / Isabelle Krieg;;;;;;;;;;
Produktgruppe;Direktversand > Trockenprodukte > Getränke;Direktversand_Trockenprodukte_Getraenke_Wein;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Getränke > Wein > Weine - weitere;1021723;Weinpaket, Weingut Stoll;Paket mit drei verschiedenen Weinen vom Weingut Stoll in Osterfingen. Sie erhalten je 2 Flaschen von jeder Variation. Der Weisswein Zäme ist ein Cuvée von 2023 aus charakterstarken Rebsorten wie Sauvignac, Gf 48-12 und Muscaris. Christoph Stoll und sein Team vinifizieren die vollständig von Hand gelesenen Trauben einzeln, um die Eigenheiten jeder Traubensorte herauszuarbeiten. Der Rotwein Nero Cuvée AOC ist von 2022 und entsteht aus modernen Rebsorten und Blauburgunder. Der Wein duftet nach Waldbeeren und Vanille und ist im Gaumen fruchtig, harmonisch und charaktervoll. Der Ausbau erfolgt teilweise im Eichenholzfass für über 12 Monate. Der Rotwein Pinot Noir ist von 2022 und partiell im Barrique ausgebaut. Am Gaumen entfaltet er eine breitgefächerte Aromatik. Durch seine Säure und Tannine wirkt er gestrafft, kraftvoll und zugleich gradlinig. Sie erhalten 6 Flaschen à 75 cl.;;;;;;;;Schweiz;Getränke, Wein & Cider
Artikel;Direktversand > Trockenprodukte > Getränke > Wein > Weine - weitere;1019089;Weinpaket vom Weingut Söllner;Paket mit 6 Flaschen Grüner und Roter Veltliner verschiedener Lagen. Der Grüne Veltliner hat Noten von reifem gelbem Kernobst sowie Zitrusfrucht, ist komplex, mineralisch und kräutrig am Gaumen. Der erste Rote Veltliner vom Berg Eisenhut reift 8 Monate in Steinguttanks. Er besticht durch Harmonie und Komplexität. Der zweite ist vielschichtig, frisch und elegant. Sie erhalten 6 Flaschen à 75 cl.;;;;;;;;Österreich;Getränke, Wein & Cider
Produkt;Direktversand > Trockenprodukte > Getränke > Wein;Direktversand_Trockenprodukte_Getraenke_Wein_Weisswein;;;;;;;;;;;
Artikel;Direktversand > Trockenprodukte > Getränke > Wein > Weine - weitere;1021509;Donauveltliner, Weingut Soellner;Der Donauveltliner ist eine pilztolerante Züchtung aus Grüner Veltliner und Sevyl Blanc. Geschmacklich ist nah am Grünen Veltliner. Er zeichnet sich durch seinen feinwürzigen, fruchtigen Duft mit Noten von Zitrusfrüchten und Ananas aus. Am Gaumen ist er erfrischend, würzig, lebendig mit einer angenehmen Säure und einer leichten Struktur. Sie erhalten 6 Flaschen à 75 cl.;;;;;;;;Österreich;Getränke, Wein & Cider
